Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GPK,PK,PKatt,CrdY,CrdR,Gls1,Ast1,GA,GPK11,GAPK,xG,npxG,xA,npxGxA,xG11,xA11,xGxA,npxG11,npxGxA1,Sh,SoT,SoT1,Sh90,SoT90,GSh,GSoT,Dist,FK,npxGSh,GxG,npGxG,Cmp,Att,Cmp1,TotDist,PrgDist,Cmp11,Att11,Cmp111,Cmp12,Att12,Cmp112,Cmp13,Att13,Cmp113,AxA,KP,Third,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out11,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive11,PassDead11,Drib11,Sh11,Fld11,Def11,Tkl,TklW,Def3rd,Mid3rd,Att3rd,Tkl11,Tkl1,Past,Succ,Succ1,Def3rd11,Mid3rd11,Att3rd11,ShSv,Pass,TklInt,Clr,Err,Touches,DefPen,AttPen,Succ11,Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec1,Prog11,CrdY2,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won1,GA.1,GA90,SoTA,Saves,Save1,W,D,L,CS,CS1,PKA,PKsv,PKm,Save111,PSxG,PSxG1SoT,PSxG1,ps,Thr,Launch1,AvgLen,Launch111,AvgLen11,Opp,Stp,Stp1,OPA,OPA90,AvgDist
Miguel Juan Llambrich,es ESP,DF,Espanyol,La Liga,26,1996.0,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0,,0.0,0.0,36,49,73.5,519.0,134.0,20.0,25,80.0,16.0,21,76.2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,9.0,0.0,7.0,1.0,0,0,0.0,0.0,0.0,33.0,9.0,7.0,10.0,31.0,0.0,8.0,0.0,0,0.0,5,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,2.0,1.0,0.0,1.0,100.0,0.0,3.0,33.3,3.0,4.0,2.0,0.0,3.0,5.0,1.0,0.0,60.0,4.0,0.0,66.7,2.0,0.0,35.0,0.0,1.0,0.0,38.0,35.0,92.1,2.0,0,0,0,0,0,7,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Juan Macías,mx MEX,FW,Getafe,La Liga,22,1999.0,7,2,201,2.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.09,0.0,0.09,0.09,0.09,4.0,0.0,0.0,1.79,0.0,0.0,,18.2,0,0.05,-0.2,-0.2,30,45,66.7,427.0,60.0,18.0,25,72.0,11.0,14,78.6,1.0,4.0,25.0,0.0,0.0,3.0,0.0,0.0,2.0,43.0,2.0,0.0,9.0,0.0,4,0,0.0,0.0,0.0,29.0,7.0,9.0,4.0,32.0,4.0,0.0,1.0,0,1.0,3,2.0,2.0,0.9,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,17.4,2.0,28.0,16.0,0.0,2.0,0.0,0.0,0.0,76.0,1.0,12.0,42.9,3.0,1.0,55.0,1.0,6.0,6.0,101.0,58.0,57.4,20.0,0,1,1,0,0,11,5,7,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juanmi,es ESP,FW,Real_Betis,La Liga,28,1993.0,28,23,1835,20.4,14,3,14,0,0,5,0,0.69,0.15,0.83,0.69,0.83,9.4,9.4,2.4,11.8,0.46,0.12,0.58,0.46,0.58,46.0,26.0,56.5,2.26,1.28,0.3,0.54,13.7,0,0.2,4.6,4.6,366,451,81.2,5873.0,1354.0,194.0,227,85.5,116.0,135,85.9,35.0,49.0,71.4,0.6,17.0,15.0,8.0,3.0,30.0,433.0,18.0,0.0,89.0,12.0,8,1,1.0,0.0,0.0,303.0,82.0,66.0,45.0,346.0,25.0,14.0,9.0,0,7.0,26,14.0,44.0,2.16,29.0,0.0,6.0,5,3.0,5.0,0.25,3.0,0.0,1.0,0.0,1.0,0.0,41.0,25,8.0,21.0,12.0,15.0,34.9,28.0,106.0,28.0,88.0,167.0,124.0,0.0,24.0,55.0,7.0,1.0,688.0,21.0,92.0,63.4,27.0,4.0,468.0,10.0,41.0,31.0,718.0,449.0,62.5,103.0,0,40,1,0,0,112,21,41,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gideon Jung,de GER,DF,Greuther_Fuerth,Bundesliga,27,1994.0,2,1,91,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0,,0.0,0.0,30,37,81.1,574.0,164.0,8.0,9,88.9,20.0,21,95.2,2.0,7.0,28.6,0.0,0.0,1.0,0.0,0.0,3.0,34.0,3.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,28.0,2.0,7.0,2.0,33.0,2.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,41.7,9.0,3.0,0.0,0.0,3.0,1.0,6.0,0.0,49.0,7.0,1.0,,0.0,0.0,25.0,0.0,1.0,1.0,33.0,32.0,97.0,0.0,0,0,0,0,0,5,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavio Junior Bianchi,it ITA,FW,Genoa,Serie A,22,2000.0,7,4,314,3.5,1,0,1,0,0,0,0,0.29,0.0,0.29,0.29,0.29,0.9,0.9,0.1,1.0,0.26,0.03,0.29,0.26,0.29,11.0,3.0,27.3,3.15,0.86,0.09,0.33,18.9,0,0.08,0.1,0.1,65,78,83.3,849.0,115.0,43.0,51,84.3,17.0,22,77.3,2.0,2.0,100.0,-0.1,3.0,1.0,1.0,0.0,4.0,76.0,2.0,0.0,17.0,1.0,1,1,0.0,1.0,0.0,60.0,9.0,9.0,7.0,55.0,7.0,0.0,7.0,1,1.0,0,0.0,7.0,2.01,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3,1.0,2.0,1.0,0.0,0.0,2.0,12.0,24.0,11.0,23.0,16.0,0.0,1.0,7.0,0.0,0.0,128.0,0.0,12.0,60.0,3.0,0.0,79.0,2.0,9.0,11.0,129.0,89.0,69.0,23.0,0,6,0,0,0,19,2,7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamed Junior Traorè,ci CIV,FW,Sassuolo,Serie A,22,2000.0,27,19,1596,17.7,7,2,7,0,0,3,0,0.39,0.11,0.51,0.39,0.51,4.4,4.4,3.1,7.4,0.25,0.17,0.42,0.25,0.42,42.0,20.0,47.6,2.37,1.13,0.17,0.35,15.7,0,0.1,2.6,2.6,591,747,79.1,10466.0,3042.0,287.0,328,87.5,236.0,277,85.2,60.0,108.0,55.6,-1.1,31.0,57.0,32.0,4.0,86.0,695.0,52.0,1.0,145.0,31.0,22,39,25.0,7.0,0.0,594.0,61.0,92.0,96.0,637.0,9.0,3.0,0.0,2,11.0,30,29.0,59.0,3.33,46.0,8.0,3.0,1,0.0,7.0,0.39,6.0,0.0,1.0,0.0,0.0,0.0,32.0,14,8.0,13.0,11.0,8.0,24.2,25.0,81.0,21.4,98.0,173.0,108.0,0.0,22.0,54.0,6.0,0.0,1015.0,16.0,77.0,52.3,54.0,7.0,826.0,28.0,40.0,38.0,852.0,735.0,86.3,105.0,0,35,0,0,0,133,6,14,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lago Junior,ci CIV,FW,Mallorca,La Liga,31,1990.0,6,1,177,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.16,0.0,0.16,0.16,0.16,6.0,1.0,16.7,3.05,0.51,0.0,0.0,16.3,0,0.05,-0.3,-0.3,27,48,56.3,369.0,107.0,21.0,27,77.8,5.0,11,45.5,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,0.0,13.0,0.0,4,0,0.0,0.0,0.0,26.0,10.0,12.0,8.0,32.0,1.0,1.0,0.0,0,1.0,1,6.0,3.0,1.53,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,3.0,0.0,0.0,2.0,66.7,1.0,9.0,23.7,16.0,9.0,13.0,0.0,0.0,6.0,1.0,0.0,86.0,2.0,11.0,62.5,6.0,1.0,64.0,4.0,7.0,8.0,95.0,69.0,72.6,10.0,0,6,0,0,0,9,8,9,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinicius Júnior,br BRA,FW,Real_Madrid,La Liga,21,2000.0,30,28,2463,27.4,14,7,14,0,0,6,0,0.51,0.26,0.77,0.51,0.77,10.8,10.8,6.2,17.0,0.39,0.23,0.62,0.39,0.62,71.0,37.0,52.1,2.59,1.35,0.2,0.38,15.4,0,0.15,3.2,3.2,1001,1190,84.1,15077.0,3272.0,621.0,692,89.7,292.0,339,86.1,60.0,83.0,72.3,0.8,60.0,34.0,60.0,6.0,103.0,1172.0,18.0,2.0,145.0,34.0,46,3,0.0,0.0,0.0,1019.0,81.0,90.0,158.0,1008.0,8.0,10.0,5.0,4,8.0,44,54.0,152.0,5.55,104.0,1.0,19.0,18,3.0,20.0,0.73,14.0,0.0,2.0,0.0,3.0,1.0,41.0,30,23.0,15.0,3.0,8.0,19.0,34.0,143.0,27.9,137.0,194.0,182.0,0.0,25.0,54.0,3.0,0.0,1638.0,14.0,235.0,46.3,106.0,14.0,1470.0,87.0,60.0,71.0,1684.0,1391.0,82.6,286.0,0,39,4,0,0,126,3,17,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Justin,eng ENG,DF,Leicester,Premier League,24,1998.0,9,7,638,7.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,0.09,0.1,0.19,0.09,0.19,5.0,1.0,20.0,0.71,0.14,0.0,0.0,10.6,0,0.13,-0.6,-0.6,293,379,77.3,4379.0,1588.0,160.0,175,91.4,114.0,144,79.2,13.0,38.0,34.2,-0.7,6.0,12.0,4.0,2.0,19.0,319.0,60.0,0.0,39.0,3.0,5,0,0.0,0.0,0.0,245.0,74.0,60.0,57.0,240.0,23.0,56.0,0.0,2,7.0,13,14.0,9.0,1.27,8.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11,7.0,8.0,3.0,4.0,44.4,5.0,33.0,28.0,56.0,47.0,15.0,0.0,15.0,39.0,24.0,0.0,482.0,35.0,15.0,37.5,4.0,1.0,264.0,3.0,2.0,8.0,306.0,272.0,88.9,17.0,0,6,0,0,0,61,10,13,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jutglà,es ESP,FW,Barcelona,La Liga,23,1999.0,6,4,301,3.3,1,0,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,1.6,1.6,0.4,2.0,0.47,0.13,0.6,0.47,0.6,10.0,4.0,40.0,2.99,1.2,0.1,0.25,16.6,0,0.16,-0.6,-0.6,98,121,81.0,1472.0,191.0,61.0,67,91.0,24.0,31,77.4,10.0,12.0,83.3,-0.4,3.0,4.0,5.0,2.0,5.0,113.0,8.0,0.0,15.0,1.0,4,0,0.0,0.0,0.0,83.0,25.0,13.0,16.0,98.0,4.0,2.0,0.0,1,0.0,2,7.0,9.0,2.69,5.0,0.0,2.0,1,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2,0.0,1.0,2.0,1.0,33.3,2.0,17.0,37.8,4.0,18.0,23.0,0.0,2.0,5.0,1.0,0.0,156.0,0.0,16.0,40.0,2.0,0.0,105.0,7.0,6.0,5.0,163.0,130.0,79.8,29.0,0,5,0,0,0,10,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jens Jønsson,dk DEN,MF,Cadiz,La Liga,29,1993.0,21,16,1225,13.6,0,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,0.3,0.3,0.9,1.2,0.02,0.06,0.09,0.02,0.09,5.0,0.0,0.0,0.37,0.0,0.0,,13.3,0,0.06,-0.3,-0.3,246,313,78.6,4170.0,999.0,134.0,155,86.5,89.0,112,79.5,20.0,39.0,51.3,0.1,6.0,14.0,5.0,2.0,16.0,309.0,4.0,1.0,58.0,5.0,5,0,0.0,0.0,0.0,195.0,42.0,76.0,39.0,216.0,34.0,1.0,3.0,0,6.0,9,1.0,14.0,1.03,11.0,0.0,1.0,2,0.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,43.0,34,24.0,17.0,2.0,17.0,51.5,16.0,78.0,33.8,85.0,126.0,20.0,0.0,12.0,73.0,28.0,1.0,449.0,46.0,14.0,75.0,6.0,0.0,213.0,0.0,12.0,5.0,233.0,188.0,80.7,14.0,0,16,0,0,0,120,25,14,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathias Jørgensen,dk DEN,DF,Brentford,Premier League,31,1990.0,8,6,518,5.8,1,0,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,0.1,0.1,0.1,0.2,0.02,0.02,0.03,0.02,0.03,2.0,1.0,50.0,0.35,0.17,0.5,1.0,6.9,0,0.05,0.9,0.9,247,332,74.4,4847.0,2153.0,93.0,105,88.6,119.0,156,76.3,32.0,62.0,51.6,-0.1,2.0,15.0,3.0,3.0,17.0,264.0,68.0,0.0,32.0,7.0,8,1,0.0,0.0,0.0,177.0,52.0,103.0,13.0,219.0,28.0,59.0,1.0,1,3.0,15,5.0,6.0,1.04,3.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2,4.0,4.0,3.0,6.0,66.7,3.0,13.0,24.1,28.0,19.0,7.0,0.0,7.0,21.0,14.0,0.0,382.0,30.0,4.0,,0.0,0.0,171.0,0.0,1.0,2.0,204.0,194.0,95.1,1.0,0,9,0,0,0,66,18,8,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozan Kabak,tr TUR,DF,Norwich,Premier League,22,2000.0,11,11,922,10.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,4.0,2.0,50.0,0.39,0.2,0.0,0.0,15.0,0,0.05,-0.2,-0.2,341,414,82.4,7111.0,2287.0,92.0,112,82.1,197.0,216,91.2,45.0,71.0,63.4,0.0,2.0,17.0,0.0,0.0,18.0,397.0,17.0,0.0,74.0,11.0,0,0,0.0,0.0,0.0,311.0,42.0,61.0,56.0,310.0,22.0,4.0,2.0,0,9.0,9,10.0,10.0,0.98,4.0,0.0,1.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11,6.0,6.0,1.0,4.0,44.4,5.0,38.0,40.4,65.0,27.0,2.0,0.0,7.0,35.0,29.0,0.0,514.0,75.0,5.0,77.8,14.0,0.0,319.0,0.0,3.0,6.0,333.0,320.0,96.1,0.0,0,12,0,2,0,80,29,20,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Kabasele,be BEL,DF,Watford,Premier League,31,1991.0,11,7,743,8.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.04,0.01,0.04,0.04,0.04,3.0,0.0,0.0,0.36,0.0,0.0,,13.5,0,0.1,-0.3,-0.3,254,309,82.2,5883.0,1901.0,43.0,55,78.2,155.0,173,89.6,52.0,76.0,68.4,0.0,1.0,13.0,2.0,1.0,20.0,303.0,6.0,0.0,37.0,3.0,1,0,0.0,0.0,0.0,195.0,40.0,74.0,21.0,242.0,22.0,4.0,1.0,0,7.0,3,2.0,4.0,0.48,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5,4.0,3.0,0.0,1.0,33.3,2.0,20.0,42.6,29.0,17.0,1.0,0.0,9.0,30.0,38.0,0.0,399.0,76.0,5.0,50.0,2.0,1.0,215.0,0.0,0.0,3.0,224.0,222.0,99.1,1.0,0,3,0,0,0,72,31,7,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issa Kaboré,bf BFA,DF,Troyes,Ligue 1,20,2001.0,25,20,1722,19.1,0,1,0,0,0,6,1,0.0,0.05,0.05,0.0,0.05,0.2,0.2,2.1,2.2,0.01,0.11,0.12,0.01,0.12,4.0,0.0,0.0,0.21,0.0,0.0,,18.7,0,0.04,-0.2,-0.2,568,789,72.0,9629.0,4032.0,293.0,336,87.2,220.0,295,74.6,50.0,102.0,49.0,-1.1,17.0,34.0,32.0,20.0,55.0,630.0,159.0,1.0,103.0,26.0,68,0,0.0,0.0,0.0,472.0,162.0,155.0,128.0,489.0,16.0,149.0,1.0,4,12.0,36,53.0,44.0,2.3,28.0,3.0,5.0,6,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,46.0,27,23.0,19.0,4.0,16.0,43.2,21.0,92.0,29.4,128.0,133.0,52.0,0.0,37.0,75.0,25.0,0.0,1032.0,49.0,27.0,57.7,33.0,4.0,670.0,13.0,45.0,26.0,712.0,594.0,83.4,55.0,1,21,1,0,0,124,9,14,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Kade,de GER,MF,Hertha_Berlin,Bundesliga,18,2004.0,4,0,77,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.14,0.0,0.14,0.14,0.14,1.0,1.0,100.0,1.17,1.17,0.0,0.0,13.6,0,0.12,-0.1,-0.1,21,31,67.7,346.0,80.0,9.0,10,90.0,10.0,14,71.4,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,0.0,6.0,0.0,2,0,0.0,0.0,0.0,12.0,11.0,8.0,1.0,16.0,3.0,10.0,0.0,0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2,3.0,1.0,0.0,1.0,25.0,3.0,11.0,25.6,14.0,22.0,7.0,0.0,1.0,7.0,1.0,0.0,49.0,1.0,4.0,0.0,0.0,0.0,25.0,1.0,2.0,1.0,28.0,21.0,75.0,2.0,0,2,0,0,0,8,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,Bundesliga,29,1992.0,17,12,1017,11.3,1,1,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,2.0,2.0,2.3,4.3,0.18,0.2,0.38,0.18,0.38,11.0,2.0,18.2,0.97,0.18,0.09,0.5,9.9,0,0.18,-1.0,-1.0,441,591,74.6,7765.0,2991.0,200.0,238,84.0,191.0,249,76.7,43.0,73.0,58.9,-1.3,18.0,24.0,17.0,8.0,52.0,483.0,108.0,0.0,80.0,4.0,37,0,0.0,0.0,0.0,284.0,172.0,135.0,51.0,363.0,36.0,104.0,2.0,5,6.0,20,26.0,27.0,2.39,25.0,0.0,0.0,0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,13.0,8,6.0,5.0,2.0,7.0,53.8,6.0,30.0,25.9,37.0,49.0,30.0,0.0,15.0,23.0,33.0,0.0,695.0,31.0,45.0,0.0,0.0,0.0,334.0,4.0,13.0,1.0,507.0,431.0,85.0,61.0,0,17,0,0,0,67,45,28,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tino Kadewere,zw ZIM,FW,Lyon,Ligue 1,26,1996.0,14,3,498,5.5,1,0,1,0,0,0,1,0.18,0.0,0.18,0.18,0.18,3.0,3.0,0.9,3.9,0.54,0.17,0.7,0.54,0.7,17.0,7.0,41.2,3.07,1.27,0.06,0.14,13.4,0,0.17,-2.0,-2.0,135,164,82.3,1924.0,384.0,84.0,91,92.3,38.0,49,77.6,6.0,12.0,50.0,-0.9,8.0,2.0,7.0,2.0,14.0,158.0,6.0,1.0,31.0,4.0,7,0,0.0,0.0,0.0,130.0,20.0,14.0,15.0,133.0,5.0,3.0,5.0,0,2.0,4,4.0,12.0,2.17,11.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7,3.0,5.0,3.0,4.0,36.4,7.0,39.0,31.2,12.0,68.0,45.0,0.0,11.0,18.0,1.0,0.0,238.0,1.0,31.0,63.6,7.0,0.0,156.0,6.0,13.0,11.0,254.0,169.0,66.5,44.0,0,6,0,0,0,26,4,15,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Kainz,at AUT,MF,FC_Cologne,Bundesliga,29,1992.0,28,27,2035,22.6,4,4,4,0,0,2,1,0.18,0.18,0.35,0.18,0.35,3.3,3.3,4.6,8.0,0.15,0.21,0.35,0.15,0.35,36.0,13.0,36.1,1.59,0.57,0.11,0.31,20.0,5,0.09,0.7,0.7,556,908,61.2,11348.0,4162.0,208.0,274,75.9,245.0,332,73.8,94.0,258.0,36.4,-0.6,45.0,50.0,40.0,13.0,95.0,772.0,136.0,4.0,162.0,54.0,90,67,42.0,18.0,1.0,520.0,116.0,272.0,248.0,607.0,18.0,20.0,5.0,9,32.0,40,59.0,75.0,3.32,44.0,23.0,2.0,1,3.0,14.0,0.62,9.0,2.0,0.0,2.0,0.0,1.0,31.0,15,6.0,20.0,5.0,19.0,44.2,24.0,74.0,27.6,63.0,130.0,75.0,0.0,36.0,74.0,22.0,0.0,1176.0,24.0,48.0,50.0,32.0,1.0,778.0,7.0,32.0,26.0,893.0,719.0,80.5,89.0,1,37,0,0,0,169,14,18,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaël Kakuta,cd COD,MF,Lens,Ligue 1,30,1991.0,27,20,1637,18.2,3,2,2,1,1,1,0,0.16,0.11,0.27,0.11,0.22,3.5,2.7,3.5,6.2,0.19,0.19,0.39,0.15,0.34,38.0,14.0,36.8,2.09,0.77,0.05,0.14,23.6,2,0.07,-0.5,-0.7,517,706,73.2,8420.0,2242.0,293.0,355,82.5,168.0,222,75.7,44.0,91.0,48.4,-1.5,22.0,65.0,18.0,7.0,65.0,692.0,14.0,4.0,142.0,24.0,36,3,2.0,0.0,0.0,527.0,86.0,93.0,574.0,98.0,16.0,0.0,8.0,2,17.0,44,33.0,46.0,2.53,33.0,0.0,4.0,2,2.0,3.0,0.16,2.0,0.0,0.0,1.0,0.0,0.0,32.0,21,5.0,18.0,9.0,5.0,38.5,8.0,120.0,29.6,55.0,223.0,128.0,0.0,17.0,43.0,4.0,0.0,961.0,3.0,47.0,43.5,22.0,4.0,656.0,7.0,55.0,44.0,933.0,754.0,80.8,138.0,0,16,0,0,0,104,10,34,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasa Kalajdzic,at AUT,FW,VfB_Stuttgart,Bundesliga,24,1997.0,11,9,873,9.7,4,1,3,1,1,2,0,0.41,0.1,0.52,0.31,0.41,4.7,3.9,2.5,6.5,0.49,0.26,0.75,0.41,0.67,30.0,9.0,30.0,3.09,0.93,0.1,0.33,11.8,0,0.13,-0.7,-0.9,194,270,71.9,3024.0,522.0,106.0,134,79.1,66.0,90,73.3,15.0,26.0,57.7,-1.5,11.0,10.0,5.0,1.0,22.0,242.0,28.0,0.0,93.0,4.0,4,0,0.0,0.0,0.0,146.0,67.0,57.0,17.0,186.0,20.0,3.0,10.0,0,4.0,12,7.0,22.0,2.27,17.0,0.0,0.0,2,0.0,2.0,0.21,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3,0.0,3.0,2.0,1.0,50.0,1.0,50.0,33.8,8.0,55.0,85.0,0.0,6.0,10.0,4.0,0.0,398.0,3.0,57.0,36.4,4.0,0.0,191.0,3.0,44.0,10.0,486.0,298.0,61.3,74.0,0,6,0,0,0,37,53,40,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnaud Kalimuendo,fr FRA,FW,Lens,Ligue 1,20,2002.0,26,22,1773,19.7,10,0,9,1,1,1,1,0.51,0.0,0.51,0.46,0.46,7.4,6.7,1.6,8.3,0.38,0.08,0.46,0.34,0.42,43.0,23.0,53.5,2.18,1.17,0.21,0.39,16.0,0,0.16,2.6,2.3,304,375,81.1,4591.0,557.0,150.0,185,81.1,121.0,138,87.7,16.0,23.0,69.6,-1.6,18.0,6.0,16.0,3.0,19.0,332.0,43.0,0.0,86.0,4.0,11,0,0.0,0.0,0.0,310.0,45.0,20.0,59.0,301.0,2.0,6.0,3.0,0,6.0,13,14.0,33.0,1.68,27.0,0.0,3.0,1,1.0,4.0,0.2,2.0,0.0,1.0,1.0,0.0,0.0,7.0,5,0.0,3.0,4.0,2.0,25.0,6.0,77.0,26.2,16.0,105.0,173.0,0.0,6.0,13.0,0.0,0.0,624.0,0.0,91.0,34.8,17.0,1.0,470.0,12.0,62.0,59.0,878.0,490.0,55.8,174.0,0,12,0,0,0,53,8,34,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnaud Kalimuendo,fr FRA,FW,Paris_Saint_Germain,Ligue 1,20,2002.0,2,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0,,0.0,0.0,5,5,100.0,62.0,0.0,3.0,3,100.0,1.0,1,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0,0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,9.0,5.0,55.6,0.0,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Kalinić,hr CRO,FW,Verona,Serie A,34,1988.0,14,4,406,4.5,4,0,4,0,0,5,1,0.89,0.0,0.89,0.89,0.89,2.8,2.8,0.9,3.7,0.62,0.2,0.82,0.62,0.82,13.0,4.0,30.8,2.88,0.89,0.31,1.0,9.2,0,0.22,1.2,1.2,85,102,83.3,1158.0,147.0,50.0,57,87.7,26.0,31,83.9,4.0,6.0,66.7,-0.9,7.0,2.0,2.0,0.0,4.0,90.0,12.0,1.0,32.0,0.0,1,0,0.0,0.0,0.0,74.0,20.0,8.0,10.0,82.0,1.0,2.0,3.0,1,1.0,3,2.0,15.0,3.33,10.0,0.0,1.0,4,0.0,2.0,0.44,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1,0.0,1.0,1.0,0.0,,0.0,6.0,17.1,5.0,11.0,19.0,0.0,3.0,2.0,2.0,0.0,175.0,1.0,38.0,42.9,3.0,0.0,122.0,4.0,18.0,20.0,236.0,144.0,61.0,59.0,1,16,1,0,0,10,6,10,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
