Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Thuler,br BRA,DF,Montpellier,fr Ligue 1,23,1999,14,9,795,8.8,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,1,0,0.0,0.11,0.00,0.00,,6.0,0,0.14,-0.1,-0.1,259,309,83.8,5385,1734,76,87,87.4,143,156,91.7,38,60,63.3,0.0,0,5,0,0,10,299,10,0,41,6,1,0,0,0,0,232,34,43,14,269,15,2,0,0,11,5,4,1,0.11,1,0,0,0,0,0,0.00,0,0,0,0,0,0,23,16,16,7,0,8,66.7,4,35,29.7,80,36,2,0,5,40,38,0,394,90,4,0.0,2,0,232,0,2,3,237,230,97.0,1,1,11,0,1,0,55,19,8,70.4
Marcus Thuram,fr FRA,"FW,MF",M'Gladbach,de Bundesliga,24,1997,20,9,951,10.6,3,0,3,0,0,2,0,0.28,0.00,0.28,0.28,0.28,5.5,5.5,1.5,7.0,0.52,0.15,0.66,0.52,0.66,33,10,30.3,3.12,0.95,0.09,0.30,12.8,0,0.17,-2.5,-2.5,170,230,73.9,2689,709,81,104,77.9,72,91,79.1,11,14,78.6,-1.5,13,8,13,2,23,214,16,1,80,3,14,0,0,0,0,160,41,29,32,163,11,1,4,0,3,14,10,33,3.12,19,0,7,5,1,3,0.28,1,0,0,1,1,0,18,12,0,13,5,3,50.0,3,60,34.1,21,90,65,0,8,25,6,0,415,6,74,52.5,22,1,296,15,45,27,524,313,59.7,105,0,11,1,0,0,37,29,39,42.6
Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,21,2001,32,18,1671,18.6,3,2,3,0,0,3,0,0.16,0.11,0.27,0.16,0.27,2.4,2.4,2.7,5.1,0.13,0.14,0.27,0.13,0.27,15,4,26.7,0.81,0.22,0.20,0.75,15.4,0,0.18,+0.6,+0.6,865,1001,86.4,15900,3415,346,383,90.3,398,434,91.7,103,141,73.0,-0.7,18,77,13,0,73,971,30,4,149,21,8,0,0,0,0,808,80,113,168,784,29,2,7,1,23,21,20,44,2.37,32,0,5,2,2,7,0.38,4,0,1,1,1,0,38,24,12,20,6,11,36.7,19,95,32.6,97,158,36,1,25,77,15,0,1200,35,28,62.9,24,0,860,6,21,23,924,856,92.6,30,0,31,1,0,0,168,16,14,53.3
Alexis Tibidi,fr FRA,"FW,MF",Stuttgart,de Bundesliga,18,2003,12,2,365,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.7,0.08,0.08,0.17,0.08,0.17,4,1,25.0,0.99,0.25,0.00,0.00,12.9,0,0.08,-0.3,-0.3,83,107,77.6,1260,246,52,59,88.1,22,31,71.0,7,10,70.0,-0.3,4,2,3,0,4,103,4,0,30,2,2,0,0,0,0,84,16,7,13,84,1,1,3,0,1,1,4,11,2.71,7,0,1,1,0,1,0.25,0,0,0,1,0,0,8,3,3,3,2,3,60.0,2,17,31.5,6,33,15,0,8,11,2,0,161,4,15,80.0,4,0,110,3,10,8,157,112,71.3,24,0,11,0,0,0,20,5,5,50.0
Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,23,1999,6,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.06,0.12,0.06,0.12,2,1,50.0,1.20,0.60,0.00,0.00,18.4,0,0.05,-0.1,-0.1,33,36,91.7,465,102,21,22,95.5,12,12,100.0,0,2,0.0,-0.1,2,1,1,0,3,34,2,0,4,0,1,1,0,0,0,33,3,0,9,25,2,0,0,0,0,1,0,6,3.60,6,0,0,0,0,1,0.60,1,0,0,0,0,0,3,2,0,2,1,0,0.0,1,14,35.9,7,14,18,0,3,4,1,0,64,2,4,50.0,2,0,41,0,7,5,63,38,60.3,11,0,0,0,0,0,13,0,3,0.0
Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,24,1997,27,25,2256,25.1,6,2,4,2,2,2,0,0.24,0.08,0.32,0.16,0.24,4.4,2.9,3.4,6.3,0.18,0.14,0.33,0.12,0.26,49,14,28.6,1.95,0.56,0.08,0.29,24.0,0,0.06,+1.6,+1.1,1157,1413,81.9,21678,6138,484,550,88.0,520,591,88.0,135,227,59.5,-1.4,32,129,23,4,136,1329,84,4,249,40,19,24,11,8,1,1091,119,203,263,1083,43,10,4,7,26,53,28,68,2.82,50,4,4,2,4,8,0.33,6,0,0,1,0,1,54,38,18,30,6,23,28.4,58,118,29.2,131,211,62,1,27,91,39,1,1699,84,34,61.5,17,0,1091,4,24,28,1324,1218,92.0,53,0,44,0,3,0,207,18,20,47.4
Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,24,1997,22,22,1915,21.3,1,3,1,0,0,0,0,0.05,0.14,0.19,0.05,0.19,0.7,0.7,1.9,2.6,0.03,0.09,0.12,0.03,0.12,15,5,33.3,0.70,0.23,0.07,0.20,21.2,0,0.05,+0.3,+0.3,904,1164,77.7,17193,5517,352,400,88.0,449,523,85.9,92,199,46.2,+1.1,22,73,25,16,76,979,185,0,97,40,72,0,0,0,0,704,202,258,830,94,53,175,1,7,18,37,32,38,1.79,33,2,1,1,0,3,0.14,3,0,0,0,0,0,21,12,11,7,3,10,71.4,4,49,30.2,60,58,44,0,28,52,46,0,1346,68,44,44.0,13,1,849,9,16,8,901,836,92.8,59,0,7,0,0,0,171,16,20,44.4
Steffen Tigges,de GER,"FW,MF",Dortmund,de Bundesliga,23,1998,9,0,112,1.2,3,0,3,0,0,0,0,2.41,0.00,2.41,2.41,2.41,1.0,1.0,0.2,1.2,0.79,0.19,0.99,0.79,0.99,4,3,75.0,3.21,2.41,0.75,1.00,8.2,0,0.25,+2.0,+2.0,24,43,55.8,384,106,13,26,50.0,7,11,63.6,2,3,66.7,-0.2,1,2,0,0,2,42,1,0,14,1,2,0,0,0,0,29,11,3,31,5,2,0,0,0,1,7,0,1,0.80,1,0,0,0,0,0,0.00,0,0,0,0,0,0,5,2,3,1,1,1,50.0,1,15,34.9,3,25,15,0,5,6,3,0,70,4,10,0.0,2,0,32,2,5,1,61,40,65.6,10,0,1,0,0,0,13,8,9,47.1
Malik Tillman,de GER,"FW,MF",Bayern Munich,de Bundesliga,19,2002,4,1,104,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.18,0.36,0.55,0.18,0.55,1,1,100.0,0.87,0.87,0.00,0.00,13.6,0,0.21,-0.2,-0.2,31,40,77.5,464,154,19,22,86.4,10,14,71.4,1,2,50.0,-0.4,3,0,2,0,6,39,1,0,11,1,0,0,0,0,0,32,6,2,2,33,2,1,0,0,1,3,2,3,2.60,3,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,2,0,0,0.0,2,15,38.5,12,14,13,0,7,6,0,0,66,3,5,0.0,0,0,36,0,5,2,55,40,72.7,9,0,4,0,0,0,11,3,2,60.0
Timothy Tillman,de GER,MF,Greuther Fürth,de Bundesliga,23,1999,26,20,1752,19.5,1,2,1,0,0,2,0,0.05,0.10,0.15,0.05,0.15,1.6,1.6,2.0,3.6,0.09,0.11,0.19,0.09,0.19,22,8,36.4,1.13,0.41,0.05,0.13,18.6,2,0.07,-0.6,-0.6,410,584,70.2,7410,2383,181,215,84.2,171,210,81.4,47,112,42.0,0.0,20,35,18,2,53,512,72,2,138,14,18,35,21,7,6,417,49,118,119,425,22,2,7,5,10,22,36,40,2.16,24,7,3,1,3,3,0.16,2,0,0,0,0,1,44,23,23,13,8,17,41.5,24,119,30.8,129,182,75,0,34,71,23,0,852,44,31,56.3,37,9,564,8,52,31,607,491,80.9,63,0,37,0,1,0,136,11,28,28.2
David Timor,es ESP,MF,Getafe,es La Liga,32,1989,7,3,341,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,8,0,0.0,2.11,0.00,0.00,,29.7,2,0.03,-0.2,-0.2,140,176,79.5,3092,903,54,63,85.7,55,62,88.7,29,48,60.4,0.0,0,16,2,0,20,159,17,0,24,15,1,7,4,2,0,99,25,52,143,8,18,0,1,0,2,2,0,3,0.79,3,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,1,33.3,2,5,13.5,8,22,7,0,2,5,7,1,206,6,1,66.7,2,0,106,0,1,4,131,124,94.7,5,0,4,0,0,0,40,8,9,47.1
Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,22,1999,31,30,2665,29.6,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,2.4,2.4,0.7,3.1,0.08,0.02,0.10,0.08,0.10,18,6,33.3,0.61,0.20,0.06,0.17,8.3,0,0.14,-1.4,-1.4,1770,2012,88.0,38196,11696,466,505,92.3,1024,1078,95.0,274,405,67.7,-0.7,12,149,8,1,108,1955,57,2,188,41,4,0,0,0,0,1623,111,278,127,1768,76,3,7,5,30,35,18,26,0.88,21,1,0,0,0,3,0.10,1,0,0,2,0,0,65,41,45,18,2,30,52.6,27,130,40.1,194,118,12,0,31,137,123,0,2330,252,26,58.3,8,0,1662,0,7,5,1693,1677,99.1,6,0,23,0,1,0,254,65,48,57.5
Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,29,1992,26,23,2008,22.3,11,4,9,2,2,3,0,0.49,0.18,0.67,0.40,0.58,10.2,8.7,2.8,11.5,0.48,0.13,0.61,0.41,0.54,64,30,46.9,2.87,1.34,0.14,0.30,14.2,0,0.14,-0.2,-0.7,624,791,78.9,10013,2048,326,379,86.0,238,291,81.8,43,75,57.3,+1.2,25,22,37,13,56,774,17,3,180,18,48,0,0,0,0,555,124,112,73,662,23,13,0,2,10,34,28,57,2.67,42,0,11,0,0,9,0.42,6,0,1,2,0,0,14,7,2,8,4,5,22.7,17,52,24.0,40,101,76,0,27,40,10,0,1075,14,125,50.0,48,6,799,29,47,38,1115,830,74.4,155,0,18,0,0,0,131,28,21,57.1
Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,27,1994,14,8,684,7.6,2,1,2,0,0,0,0,0.26,0.13,0.39,0.26,0.39,1.3,1.3,1.8,3.1,0.18,0.23,0.41,0.18,0.41,18,3,16.7,2.37,0.39,0.11,0.67,18.1,0,0.07,+0.7,+0.7,476,549,86.7,9101,2748,208,229,90.8,195,217,89.9,66,85,77.6,-0.8,15,74,6,0,76,535,14,6,89,22,6,0,0,0,0,421,57,71,62,454,21,2,1,1,4,20,13,25,3.29,24,1,0,0,0,4,0.53,4,0,0,0,0,0,15,10,3,11,1,6,37.5,10,62,38.0,42,90,31,0,7,22,12,0,619,17,19,50.0,1,0,440,1,7,4,512,466,91.0,27,0,17,0,0,0,86,18,11,62.1
Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,27,1994,20,15,1399,15.5,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,1.1,1.2,0.00,0.07,0.08,0.00,0.08,3,1,33.3,0.19,0.06,0.00,0.00,22.1,0,0.02,-0.1,-0.1,755,855,88.3,12999,4179,363,389,93.3,305,341,89.4,76,104,73.1,-0.1,13,33,11,4,38,701,154,2,79,19,21,0,0,0,0,573,192,90,46,638,26,135,4,3,12,16,19,30,1.93,28,1,0,0,1,5,0.32,4,1,0,0,0,0,18,9,11,6,1,13,61.9,8,47,36.4,53,48,28,0,28,40,28,1,987,62,25,23.1,3,0,588,4,17,6,665,613,92.2,47,0,9,0,1,0,108,8,13,38.1
Rafael Tolói,it ITA,DF,Atalanta,it Serie A,31,1990,19,16,1394,15.5,1,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,1.3,1.3,0.5,1.8,0.09,0.03,0.12,0.09,0.12,11,2,18.2,0.71,0.13,0.09,0.50,11.0,0,0.12,-0.3,-0.3,769,917,83.9,15727,5818,266,291,91.4,384,427,89.9,116,173,67.1,+0.5,8,84,8,2,72,875,42,2,88,19,10,0,0,0,0,641,124,152,80,764,30,24,0,4,11,15,28,22,1.42,20,0,0,0,0,3,0.19,3,0,0,0,0,0,33,18,6,18,9,17,63.0,10,77,37.2,71,116,20,1,17,69,42,0,1071,79,18,66.7,6,1,673,1,4,5,729,696,95.5,9,0,29,0,0,0,170,30,16,65.2
Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,27,1994,30,30,2640,29.3,15,3,11,4,4,6,2,0.51,0.10,0.61,0.37,0.48,13.1,10.0,1.6,11.7,0.45,0.06,0.50,0.34,0.40,93,38,40.9,3.17,1.30,0.12,0.29,18.1,8,0.11,+1.9,+1.0,533,651,81.9,9815,1633,292,325,89.8,156,188,83.0,74,106,69.8,+1.4,26,44,15,4,51,614,37,1,177,50,24,0,0,0,0,472,81,98,131,472,18,3,13,4,8,24,17,58,1.98,42,0,6,4,1,6,0.20,3,0,1,2,0,0,15,6,5,7,3,5,41.7,7,48,18.5,40,129,91,0,20,24,36,0,1020,43,136,63.1,42,1,745,22,65,61,1256,782,62.3,169,1,38,0,1,0,95,31,53,36.9
Tiago Tomás,pt POR,FW,Stuttgart,de Bundesliga,19,2002,10,9,768,8.5,3,0,3,0,0,2,0,0.35,0.00,0.35,0.35,0.35,2.8,2.8,0.3,3.2,0.33,0.04,0.37,0.33,0.37,18,10,55.6,2.11,1.17,0.17,0.30,13.2,0,0.16,+0.2,+0.2,107,166,64.5,1467,244,70,97,72.2,27,40,67.5,5,15,33.3,-0.3,3,5,1,0,7,156,10,0,44,5,15,1,0,0,0,112,29,25,23,128,9,2,3,2,3,13,8,15,1.76,8,0,3,3,0,2,0.23,0,0,0,1,1,0,5,3,1,3,1,1,16.7,5,37,25.7,16,62,66,0,4,6,4,0,293,3,40,37.1,16,1,221,10,31,20,367,222,60.5,64,0,4,0,0,0,43,5,25,16.7
Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,23,1998,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.30,0.30,0.00,0.30,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,3,100.0,93,83,0,0,,1,1,100.0,2,2,100.0,0.0,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,1,9.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,1,1,0,1,1,0,0,6,0,0,100.0,1,0,4,0,1,0,2,2,100.0,0,0,0,0,0,0,1,0,1,0.0
Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,23,1998,17,16,1384,15.4,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,0.6,0.9,0.02,0.04,0.06,0.02,0.06,9,2,22.2,0.59,0.13,0.00,0.00,18.8,0,0.04,-0.3,-0.3,715,899,79.5,12829,4758,328,376,87.2,299,371,80.6,78,123,63.4,+0.4,10,58,15,12,46,755,144,2,96,21,23,0,0,0,0,520,193,186,197,466,66,128,4,3,16,22,17,24,1.56,20,1,0,0,3,4,0.26,3,0,0,0,0,1,31,13,14,11,6,16,64.0,9,59,32.4,71,81,30,0,32,59,39,1,1082,60,17,54.5,6,0,569,2,18,14,654,597,91.3,23,0,14,0,0,0,172,49,47,51.0
James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,33,1989,8,6,547,6.1,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15,4,2,50.0,0.66,0.33,0.25,0.50,12.0,0,0.14,+0.4,+0.4,276,314,87.9,6692,1750,46,51,90.2,167,177,94.4,62,82,75.6,-0.4,2,5,0,0,9,294,20,0,31,9,0,0,0,0,0,240,17,57,47,245,14,0,1,0,5,3,3,3,0.49,3,0,0,0,0,0,0.00,0,0,0,0,0,0,12,6,7,5,0,5,71.4,2,20,40.8,33,16,0,0,5,22,14,0,363,90,8,100.0,2,0,204,0,1,0,243,237,97.5,1,0,7,0,0,0,46,13,7,65.0
Fikayo Tomori,eng ENG,DF,Milan,it Serie A,24,1997,26,25,2278,25.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,1.0,0.04,0.00,0.04,0.04,0.04,7,2,28.6,0.28,0.08,0.00,0.00,12.0,0,0.13,-0.9,-0.9,1300,1457,89.2,28372,8837,303,327,92.7,743,789,94.2,234,313,74.8,0.0,2,63,0,0,62,1379,78,1,108,28,1,0,0,0,0,1171,95,191,424,950,48,4,3,5,8,19,9,14,0.55,14,0,0,0,0,0,0.00,0,0,0,0,0,0,64,39,32,30,2,14,56.0,11,122,34.8,171,164,16,0,29,129,86,0,1706,209,12,72.7,9,1,1060,0,4,3,1145,1125,98.3,6,0,20,0,0,0,209,52,47,52.5
Sandro Tonali,it ITA,MF,Milan,it Serie A,21,2000,31,26,2223,24.7,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,2.0,2.0,2.9,4.9,0.08,0.12,0.20,0.08,0.20,31,7,22.6,1.26,0.28,0.06,0.29,23.7,3,0.07,0.0,0.0,1084,1311,82.7,22517,6052,392,428,91.6,447,492,90.9,220,349,63.0,-0.9,38,104,23,7,91,1139,172,2,123,73,31,65,26,22,4,933,113,265,147,1106,32,10,5,0,17,28,17,60,2.43,32,20,2,1,3,5,0.20,3,1,0,0,0,1,47,34,20,20,7,15,44.1,19,161,32.5,129,273,94,0,25,94,18,1,1548,57,22,67.4,32,4,1006,6,25,24,1063,982,92.4,34,0,46,0,0,0,231,15,17,46.9
Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,32,1990,14,8,870,9.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.04,0.02,0.07,0.04,0.07,7,3,42.9,0.72,0.31,0.00,0.00,11.3,0,0.06,-0.4,-0.4,465,550,84.5,10102,3966,131,143,91.6,242,262,92.4,85,131,64.9,-0.2,5,38,6,0,45,496,54,1,70,15,0,0,0,0,0,380,58,112,98,393,30,2,1,1,9,9,5,9,0.93,7,0,0,1,0,0,0.00,0,0,0,0,0,0,17,7,11,6,0,1,14.3,6,40,37.0,65,39,4,0,8,33,38,1,650,102,12,50.0,2,0,365,0,2,2,394,388,98.5,1,0,10,0,0,1,100,35,21,62.5
Ivan Toney,eng ENG,FW,Brentford,eng Premier League,26,1996,29,28,2549,28.3,12,4,7,5,5,7,0,0.42,0.14,0.56,0.25,0.39,10.6,6.8,4.8,11.6,0.39,0.18,0.56,0.25,0.43,70,21,30.0,2.47,0.74,0.10,0.33,15.2,0,0.10,+1.4,+0.2,398,675,59.0,5837,2068,237,346,68.5,113,200,56.5,29,65,44.6,-0.8,34,52,26,2,69,649,26,12,189,5,24,2,1,0,0,331,184,160,77,417,52,8,31,6,15,40,43,59,2.16,46,0,2,5,2,8,0.29,5,0,0,0,3,0,29,18,5,15,9,5,20.0,20,97,25.3,49,155,180,1,25,49,39,1,1077,50,130,45.9,19,4,558,8,83,45,1454,769,52.9,175,0,49,3,0,0,131,122,124,49.6
Ernesto Torregrossa,it ITA,FW,Sampdoria,it Serie A,29,1992,10,0,116,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,0,0,,0.00,0.00,,,,0,,0.0,0.0,31,46,67.4,595,131,17,21,81.0,9,14,64.3,5,7,71.4,-0.1,2,4,1,0,3,45,1,0,12,2,1,0,0,0,0,27,10,9,31,5,6,0,2,1,1,3,4,6,4.66,4,0,0,2,0,0,0.00,0,0,0,0,0,0,2,2,0,1,1,0,0.0,1,5,23.8,2,12,7,0,0,2,1,0,65,1,7,0.0,0,0,46,0,3,5,88,53,60.2,22,0,7,0,0,0,6,2,5,28.6
Lucas Torreira,uy URU,MF,Fiorentina,it Serie A,26,1996,27,24,2002,22.2,5,1,5,0,0,8,1,0.22,0.04,0.27,0.22,0.27,4.6,4.4,1.5,5.8,0.20,0.07,0.27,0.20,0.26,28,12,42.9,1.26,0.54,0.18,0.42,13.9,2,0.18,+0.4,+0.6,1098,1248,88.0,23539,5111,327,362,90.3,545,594,91.8,214,264,81.1,-0.5,20,80,20,1,103,1174,74,1,192,39,4,0,0,0,0,891,154,203,187,970,58,1,10,2,11,31,11,54,2.43,41,1,2,3,4,4,0.18,2,0,1,1,0,0,51,32,15,30,6,21,53.8,18,113,30.4,86,221,65,0,7,87,28,0,1432,38,33,45.5,7,0,860,3,11,8,1035,984,95.1,29,1,38,0,0,0,217,31,28,52.5
Raúl Torrente,es ESP,DF,Granada,es La Liga,21,2001,18,15,1282,14.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.2,0.02,0.06,0.08,0.02,0.08,4,0,0.0,0.28,0.00,0.00,,13.0,0,0.08,-0.3,-0.3,445,603,73.8,10422,3656,115,134,85.8,224,262,85.5,105,195,53.8,-0.8,4,26,1,0,26,585,18,1,69,23,2,0,0,0,0,385,52,166,411,132,39,2,2,2,20,10,9,8,0.56,5,0,0,1,2,1,0.07,0,0,0,0,1,0,38,21,25,12,1,15,62.5,9,57,31.8,113,65,1,0,10,57,69,0,751,138,5,,0,0,394,0,3,0,453,440,97.1,0,0,24,1,2,0,141,27,30,47.4
Ferrán Torres,es ESP,FW,Manchester City,eng Premier League,22,2000,4,4,303,3.4,2,1,2,0,0,0,0,0.59,0.30,0.89,0.59,0.89,2.5,2.5,0.0,2.5,0.74,0.01,0.75,0.74,0.75,13,4,30.8,3.86,1.19,0.15,0.50,14.1,0,0.19,-0.5,-0.5,55,72,76.4,834,75,29,36,80.6,18,21,85.7,5,6,83.3,+1.0,1,2,1,0,2,67,5,0,16,0,2,0,0,0,0,55,14,3,6,62,3,0,0,0,1,4,4,5,1.49,4,0,0,0,0,2,0.59,2,0,0,0,0,0,1,1,0,1,0,0,0.0,1,13,34.2,3,8,27,0,5,2,0,0,104,0,28,80.0,4,0,72,2,4,4,125,78,62.4,29,0,1,0,0,0,12,1,3,25.0
Ferrán Torres,es ESP,FW,Barcelona,es La Liga,22,2000,12,11,1000,11.1,4,4,3,1,1,1,0,0.36,0.36,0.72,0.27,0.63,6.3,5.6,2.7,8.3,0.57,0.25,0.82,0.50,0.75,41,14,34.1,3.69,1.26,0.07,0.21,15.2,2,0.14,-2.3,-2.6,367,431,85.2,5619,1165,216,241,89.6,114,132,86.4,26,33,78.8,+1.3,8,20,8,1,32,416,15,0,58,6,10,2,0,0,0,357,41,33,44,369,10,3,1,2,4,17,16,24,2.16,17,0,2,3,0,4,0.36,3,0,0,1,0,0,9,5,4,2,3,4,44.4,5,44,31.9,17,59,62,0,7,16,3,0,581,8,82,34.4,14,1,470,16,35,12,650,480,73.8,112,0,7,0,0,0,44,8,19,29.6
Óliver Torres,es ESP,"MF,FW",Sevilla,es La Liga,27,1994,22,10,878,9.8,2,2,2,0,0,2,0,0.21,0.21,0.41,0.21,0.41,0.9,0.9,1.5,2.3,0.09,0.15,0.24,0.09,0.24,13,4,30.8,1.33,0.41,0.15,0.50,17.3,0,0.07,+1.1,+1.1,445,548,81.2,9114,2373,188,209,90.0,163,185,88.1,85,130,65.4,+0.5,6,57,7,1,36,527,21,1,81,33,9,3,0,3,0,377,45,126,30,487,14,8,7,2,8,17,14,15,1.54,14,0,0,0,1,4,0.41,4,0,0,0,0,0,18,10,4,11,3,4,18.2,18,60,24.0,55,134,61,0,14,25,5,0,664,13,19,63.2,12,1,500,1,19,20,596,509,85.4,42,0,17,0,0,0,82,4,19,17.4
Pau Torres,es ESP,DF,Villarreal,es La Liga,25,1997,28,28,2475,27.5,4,0,4,0,0,5,0,0.15,0.00,0.15,0.15,0.15,2.6,2.6,0.9,3.5,0.09,0.03,0.13,0.09,0.13,20,6,30.0,0.73,0.22,0.20,0.67,7.1,0,0.13,+1.4,+1.4,1562,1802,86.7,36354,12074,378,415,91.1,842,900,93.6,333,458,72.7,-0.9,7,155,5,0,150,1721,81,3,203,69,2,0,0,0,0,1364,107,331,1503,187,62,2,9,4,33,35,17,22,0.80,19,2,0,0,0,2,0.07,2,0,0,0,0,0,23,11,16,6,1,9,56.3,7,56,33.3,80,78,10,0,13,62,103,2,2038,258,31,83.3,32,1,1401,1,14,7,1500,1472,98.1,3,0,18,0,0,0,253,67,37,64.4
Roberto Torres,es ESP,"MF,FW",Osasuna,es La Liga,33,1989,24,5,708,7.9,2,2,0,2,2,3,0,0.25,0.25,0.51,0.00,0.25,1.9,0.4,2.1,2.5,0.24,0.26,0.51,0.05,0.31,11,2,18.2,1.40,0.25,0.00,0.00,24.7,0,0.04,+0.1,-0.4,241,390,61.8,4901,1746,109,134,81.3,80,123,65.0,50,114,43.9,-0.1,23,20,13,5,25,327,63,2,59,36,32,33,15,15,1,188,75,127,77,282,15,9,3,2,8,19,27,29,3.69,18,9,0,0,0,2,0.25,1,1,0,0,0,0,6,3,2,2,2,3,27.3,8,19,20.7,23,42,27,0,9,16,6,0,464,6,18,71.4,5,1,272,1,16,9,392,304,77.6,40,0,8,0,0,0,67,5,12,29.4
Lucas Torró,es ESP,MF,Osasuna,es La Liga,27,1994,29,29,2438,27.1,1,0,1,0,0,10,0,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.3,1.7,0.05,0.01,0.06,0.05,0.06,30,9,30.0,1.11,0.33,0.03,0.11,21.0,0,0.05,-0.4,-0.4,894,1138,78.6,15711,4158,400,485,82.5,382,462,82.7,87,141,61.7,-0.3,7,82,12,1,112,1124,14,0,282,33,5,0,0,0,0,757,142,239,117,801,120,0,4,2,18,38,20,27,1.00,22,0,1,2,1,0,0.00,0,0,0,0,0,0,79,49,30,43,6,37,59.7,25,144,31.6,137,260,59,0,41,149,67,0,1478,74,36,71.4,15,0,766,1,16,24,874,765,87.5,41,0,63,0,0,0,387,130,62,67.7
