Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,01-Mar,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Mahame Siby,ml MLI,MF,Strasbourg,Ligue 1,25,1996,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,4,6,66.7,78,5,2,2,100,1,2,50,1,2,50,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,3,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,2,0,0,1,0,0,0,7,0,0,,0,0,4,0,0,0,4,4,100,0,0,0,0,0,0,2,0,0,
Aboubakar Sidibé,fr FRA,FW,Clermont Foot,Ligue 1,25,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,3,4,75,42,9,2,2,100,1,1,100,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,4,0,0,,0,0,4,0,0,0,4,4,100,0,0,0,0,0,0,0,0,0,
Alassane Sidibe,ci CIV,FW,Atalanta,Serie A,19,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,2,3,66.7,24,0,1,1,100,1,1,100,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,40,1,2,2,0,0,0,0,0,3,0,0,,0,0,1,0,0,0,1,1,100,0,0,0,0,0,0,2,0,0,
Djibril Sidibé,fr FRA,DF,Monaco,Ligue 1,29,1992,15,12,896,10,0,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.9,1.1,0.02,0.09,0.11,0.02,0.11,Matches,4,1,25,0.4,0.1,0,0,22.5,1,0.04,-0.2,-0.2,576,718,80.2,10757,3949,259,286,90.6,248,289,85.8,66,126,52.4,-0.9,6,59,13,7,54,620,98,1,60,19,18,2,0,1,0,465,137,116,55,543,27,84,1,4,6,29,14,14,1.41,12,0,0,1,0,1,0.1,1,0,0,0,0,0,24,15,13,8,3,6,31.6,13,41,33.6,38,55,29,0,11,47,19,0,812,22,12,40,2,0,471,2,6,8,565,534,94.5,24,0,15,0,1,0,90,15,5,75
Kaj Sierhuis,nl NED,FW,Reims,Ligue 1,23,1998,2,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.11,0.21,0.1,0.21,Matches,2,0,0,2.25,0,0,,19,0,0.04,-0.1,-0.1,22,27,81.5,322,50,11,14,78.6,6,6,100,2,3,66.7,-0.1,1,1,1,0,1,27,0,0,11,1,0,0,0,0,0,13,12,2,2,18,3,0,4,0,0,1,1,3,3.38,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,100,0,2,22.2,3,4,2,0,0,1,1,0,32,1,5,0,1,0,17,0,0,0,42,26,61.9,5,0,0,0,0,0,3,0,3,0
Francisco Sierralta,cl CHI,DF,Watford,Premier League,24,1997,5,5,427,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,1,1,100,0.21,0.21,0,0,9,0,0.05,0,0,143,169,84.6,3478,939,20,22,90.9,84,89,94.4,36,54,66.7,0,0,3,0,0,3,164,5,0,17,5,0,0,0,0,0,122,8,39,17,137,8,0,0,1,4,0,0,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,5,62.5,3,10,41.7,18,6,0,0,7,20,40,0,244,66,2,100,1,0,121,0,2,1,134,131,97.8,0,0,5,0,0,1,33,18,4,81.8
Arnór Sigurðsson,is ISL,MF,Venezia,Serie A,22,1999,9,0,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0.02,0.06,0.04,0.06,Matches,1,0,0,0.49,0,0,,9,0,0.09,-0.1,-0.1,39,50,78,517,129,24,30,80,13,14,92.9,1,4,25,0,2,2,1,0,7,47,3,0,4,0,3,1,0,1,0,36,7,7,3,44,3,0,0,1,1,2,1,4,1.97,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,33.3,2,12,32.4,7,18,12,0,4,2,0,0,74,0,8,50,4,0,58,2,3,8,61,50,82,16,0,4,0,0,0,14,0,6,0
Kiliann Sildillia,fr FRA,DF,Freiburg,Bundesliga,19,2002,5,1,138,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.12,0.12,0,0.12,Matches,0,0,,0,0,,,,0,,0,0,46,72,63.9,843,358,17,18,94.4,19,30,63.3,7,14,50,-0.2,2,1,1,1,4,57,15,0,8,2,3,0,0,0,0,42,8,22,6,50,3,13,0,0,1,2,7,4,2.61,4,0,0,0,0,1,0.65,1,0,0,0,0,0,5,3,2,3,0,2,50,2,10,32.3,18,11,2,0,4,8,10,0,93,16,1,0,0,0,43,0,0,0,41,34,82.9,0,0,1,0,0,0,22,1,5,16.7
Adrien Silva,pt POR,MF,Sampdoria,Serie A,33,1989,17,12,1083,12,0,1,0,0,0,3,1,0,0.08,0.08,0,0.08,0.3,0.3,0.5,0.8,0.02,0.04,0.07,0.02,0.07,Matches,8,2,25,0.66,0.17,0,0,24.1,0,0.03,-0.3,-0.3,514,605,85,10595,2494,175,205,85.4,240,261,92,89,116,76.7,0.5,8,40,6,2,48,577,28,0,95,24,4,0,0,0,0,428,66,111,104,454,30,2,2,2,6,21,8,19,1.58,17,1,0,0,0,1,0.08,1,0,0,0,0,0,35,21,18,12,5,13,40.6,19,76,32.5,90,112,32,0,16,67,21,0,748,42,8,50,9,0,463,1,8,14,472,446,94.5,14,0,18,0,0,0,149,16,18,47.1
André Silva,pt POR,FW,RB Leipzig,Bundesliga,26,1995,29,21,1824,20.3,10,2,7,3,3,1,0,0.49,0.1,0.59,0.35,0.44,10.1,8.3,2,10.2,0.5,0.1,0.6,0.41,0.51,Matches,44,16,36.4,2.17,0.79,0.16,0.44,11.4,0,0.19,-0.1,-1.3,359,494,72.7,4647,1076,231,299,77.3,96,130,73.8,8,20,40,0,13,18,21,3,34,461,33,1,176,3,14,0,0,0,0,325,106,63,51,362,38,6,7,2,7,29,17,38,1.87,25,0,3,3,1,12,0.59,8,0,0,3,1,0,14,14,1,6,7,2,15.4,11,84,31,11,119,141,0,20,20,10,0,775,18,138,32.7,24,1,526,13,79,44,1026,577,56.2,194,0,22,0,0,0,96,43,69,38.4
Bernardo Silva,pt POR,MF,Manchester City,Premier League,27,1994,30,29,2509,27.9,7,3,7,0,0,6,0,0.25,0.11,0.36,0.25,0.36,6.4,6.4,4.5,10.9,0.23,0.16,0.39,0.23,0.39,Matches,41,16,39,1.47,0.57,0.17,0.44,11.9,0,0.16,0.6,0.6,1467,1664,88.2,23168,3634,817,872,93.7,518,582,89,96,134,71.6,-1.5,48,81,34,7,72,1595,69,4,225,22,57,13,1,0,0,1382,154,128,1456,140,30,24,7,3,11,41,43,113,4.05,88,3,10,6,0,12,0.43,9,1,0,1,1,0,46,28,19,17,10,23,39,36,121,27.8,83,201,151,0,27,74,22,0,1952,48,184,60.2,57,2,1499,34,34,29,1737,1531,88.1,188,0,33,1,0,0,193,13,19,40.6
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,Ligue 1,24,1997,28,25,2125,23.6,2,6,2,0,0,4,0,0.08,0.25,0.34,0.08,0.34,0.9,0.9,4.6,5.5,0.04,0.19,0.23,0.04,0.23,Matches,17,6,35.3,0.72,0.25,0.12,0.33,20.6,3,0.05,1.1,1.1,1155,1494,77.3,19977,6977,537,598,89.8,506,618,81.9,98,212,46.2,1.4,30,62,33,8,121,1236,258,8,157,16,66,23,17,0,1,917,285,292,1140,116,39,192,4,8,18,55,49,58,2.46,46,6,2,2,1,10,0.42,8,0,0,1,1,0,41,20,20,18,3,22,46.8,25,91,33.7,101,112,57,0,31,87,39,3,1721,58,55,30.3,11,1,1066,12,25,10,1210,1072,88.6,100,0,13,1,0,0,210,10,23,30.3
David Silva,es ESP,MF,Real Sociedad,La Liga,36,1986,22,19,1450,16.1,1,3,1,0,0,3,1,0.06,0.19,0.25,0.06,0.25,2,2,3.5,5.5,0.12,0.22,0.34,0.12,0.34,Matches,17,5,29.4,1.06,0.31,0.06,0.2,16.8,0,0.12,-1,-1,760,871,87.3,13061,2796,366,408,89.7,297,331,89.7,75,94,79.8,-0.5,25,61,30,2,75,840,31,3,146,13,17,9,1,3,1,689,97,85,721,114,21,3,3,2,10,18,18,62,3.85,47,6,4,4,1,7,0.43,4,1,0,0,2,0,26,22,11,13,2,5,25,15,79,31.3,65,129,58,0,14,38,7,0,1031,15,61,50,23,2,813,8,24,23,895,806,90.1,96,0,24,1,1,0,118,10,18,35.7
Fábio Silva,pt POR,FW,Wolves,Premier League,19,2002,19,4,444,4.9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1,2.2,0.41,0.03,0.44,0.41,0.44,Matches,15,5,33.3,3.04,1.01,0,0,13.6,0,0.14,-2,-2,76,105,72.4,1050,192,53,63,84.1,19,25,76,3,5,60,-0.1,3,3,5,0,10,95,10,1,27,2,3,0,0,0,0,75,19,11,4,89,4,0,1,0,0,7,6,12,2.43,6,0,2,0,1,1,0.2,0,0,0,1,0,0,6,5,0,3,3,1,16.7,5,35,30.4,7,65,43,0,1,9,2,0,171,1,32,20,3,2,108,3,13,12,250,115,46,32,0,12,0,0,0,31,11,30,26.8
Gabriel Silva,br BRA,DF,Saint-Étienne,Ligue 1,30,1991,9,6,520,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0.01,0.01,0.01,Matches,1,0,0,0.17,0,0,,16.8,0,0.04,0,0,185,256,72.3,3115,1412,81,95,85.3,82,101,81.2,15,39,38.5,0,2,11,1,0,16,183,73,0,24,3,3,0,0,0,0,110,68,78,117,48,14,68,0,2,5,8,13,4,0.69,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,4,1,5,62.5,3,26,36.1,33,29,10,0,12,20,9,0,315,19,1,0,0,0,152,0,6,5,180,155,86.1,2,0,7,0,0,0,35,10,8,55.6
Jonathan Silva,ar ARG,DF,Getafe,La Liga,27,1994,9,1,226,2.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matches,1,1,100,0.4,0.4,0,0,20.9,0,0.03,0,0,65,97,67,1107,536,30,37,81.1,27,34,79.4,6,16,37.5,-0.1,2,6,3,2,8,84,13,0,11,1,5,0,0,0,0,51,19,27,78,3,4,12,0,0,1,6,8,3,1.19,2,1,0,0,0,0,0,0,0,0,0,0,0,8,2,4,2,2,2,25,6,13,22,16,25,18,0,8,13,7,0,136,6,2,50,2,0,74,1,3,3,87,75,86.2,6,0,9,0,0,0,18,1,4,20
Rui Silva,pt POR,GK,Betis,La Liga,28,1994,18,18,1620,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,410,569,72.1,12082,6887,61,62,98.4,194,196,99,154,309,49.8,0,1,3,0,0,0,373,196,0,21,7,0,0,0,0,0,296,16,257,301,157,1,0,80,2,17,10,4,2,0.11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,610,525,0,,0,0,283,0,0,1,239,238,99.6,0,0,1,0,1,0,82,0,0,
Thiago Silva,br BRA,DF,Chelsea,Premier League,37,1984,25,22,2065,22.9,3,0,3,0,0,2,0,0.13,0,0.13,0.13,0.13,0.7,0.7,0.2,0.8,0.03,0.01,0.04,0.03,0.04,Matches,13,5,38.5,0.57,0.22,0.23,0.6,10.1,0,0.05,2.3,2.3,1752,1888,92.8,37814,13209,502,517,97.1,933,971,96.1,304,373,81.5,-0.2,5,143,13,0,97,1849,39,3,160,33,0,0,0,0,0,1512,150,226,157,1627,70,3,4,3,7,25,9,18,0.78,13,0,0,1,1,1,0.04,0,0,0,0,1,0,26,19,13,10,3,9,47.4,10,50,37,79,50,6,3,29,75,100,0,2124,318,19,80,4,1,1448,1,5,2,1611,1585,98.4,3,0,9,1,0,0,228,55,24,69.6
Marco Silvestri,it ITA,GK,Udinese,Serie A,31,1991,29,29,2610,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,541,805,67.2,17705,12095,105,107,98.1,216,216,100,219,481,45.5,-0.1,2,11,0,0,0,512,293,0,42,11,0,0,0,0,0,358,14,433,65,618,1,0,79,10,8,9,1,3,0.1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,1,1,868,808,0,,0,0,339,0,0,0,352,351,99.7,0,0,1,0,1,0,120,0,0,
Mohamed Simakan,fr FRA,DF,RB Leipzig,Bundesliga,21,2000,25,20,1784,19.8,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,0.9,0.9,0.3,1.2,0.05,0.01,0.06,0.05,0.06,Matches,12,3,25,0.61,0.15,0.08,0.33,11.4,0,0.08,0.1,0.1,1046,1182,88.5,20251,6346,378,414,91.3,522,556,93.9,135,193,69.9,-0.3,5,66,7,2,52,1144,38,0,142,16,3,0,0,0,0,943,97,142,113,973,48,2,11,5,15,20,9,15,0.76,13,0,0,1,0,2,0.1,1,0,0,0,1,0,38,21,25,11,2,15,53.6,13,91,39.7,128,84,17,0,15,85,67,1,1399,158,23,77.8,15,0,953,1,13,13,942,929,98.6,3,0,23,0,0,0,226,59,22,72.8
Giovanni Simeone,ar ARG,FW,Hellas Verona,Serie A,26,1995,30,27,2244,24.9,16,3,16,0,1,7,0,0.64,0.12,0.76,0.64,0.76,9.7,8.9,2.2,11.1,0.39,0.09,0.48,0.36,0.45,Matches,63,29,46,2.53,1.16,0.25,0.55,13.8,0,0.14,6.3,7.1,424,601,70.5,5664,916,276,358,77.1,96,135,71.1,24,39,61.5,0.8,18,20,13,3,22,559,42,1,182,10,22,0,0,0,0,408,110,83,68,443,38,0,20,1,4,36,38,47,1.89,30,0,5,4,2,6,0.24,5,0,0,0,1,0,28,17,8,10,10,6,25,18,141,29.9,54,178,239,0,30,33,13,0,1012,25,159,42.1,29,4,675,17,101,74,1302,751,57.7,254,0,53,1,0,0,107,52,121,30.1
Giovanni Simeone,ar ARG,FW,Cagliari,Serie A,26,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,2,4,50,24,10,2,3,66.7,0,0,,0,0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,4,0,1,,0,0,2,0,0,0,8,4,50,2,0,1,0,0,0,0,0,0,
Ellis Simms,eng ENG,FW,Everton,Premier League,21,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,8,15,53.3,89,14,6,10,60,2,5,40,0,0,,0,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,4,9,2,2,6,4,0,0,0,2,0,0,1,1.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,30,2,5,3,0,1,0,0,0,19,2,1,,0,0,8,1,0,1,32,13,40.6,0,0,0,0,0,0,3,3,4,42.9
Moses Simon,ng NGA,FW,Nantes,Ligue 1,26,1995,26,25,2063,22.9,3,7,3,0,0,3,0,0.13,0.31,0.44,0.13,0.44,3.6,3.6,6.9,10.4,0.16,0.3,0.45,0.16,0.45,Matches,36,11,30.6,1.57,0.48,0.08,0.27,16.1,2,0.1,-0.6,-0.6,498,760,65.5,8737,2859,263,320,82.2,158,223,70.9,65,167,38.9,0.1,63,17,34,19,43,627,133,1,140,52,99,80,39,29,5,443,114,203,136,568,27,17,3,0,16,36,41,92,4.01,48,26,9,3,3,9,0.39,5,2,1,1,0,0,23,15,5,9,9,9,52.9,8,74,28.5,47,107,106,0,21,42,7,0,1057,10,117,42.2,39,3,768,42,76,60,1021,719,70.4,126,0,13,0,0,0,128,12,21,36.4
Unai Simón,es ESP,GK,Athletic Club,La Liga,24,1997,28,28,2520,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,564,757,74.5,16926,10630,92,92,100,273,276,98.9,197,386,51,0,1,11,0,0,0,517,240,1,33,15,0,0,0,0,0,406,29,322,66,512,1,0,156,3,24,8,2,4,0.14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,792,691,0,,0,0,375,0,0,0,298,296,99.3,0,0,0,0,0,1,128,0,0,
Xavi Simons,nl NED,FW,Paris S-G,Ligue 1,18,2003,4,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.27,0.09,0.37,0.27,0.37,Matches,2,0,0,1.73,0,0,,12.1,0,0.16,-0.3,-0.3,42,50,84,553,75,29,32,90.6,8,11,72.7,2,2,100,-0.1,1,0,1,0,1,50,0,0,8,1,1,0,0,0,0,43,4,3,1,47,0,0,1,0,0,3,2,1,0.87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,100,0,5,20.8,4,7,13,0,1,1,1,0,68,0,9,0,0,0,49,0,4,3,59,54,91.5,6,0,1,0,0,0,9,2,2,50
Wilfried Singo,ci CIV,DF,Torino,Serie A,21,2000,31,28,2275,25.3,3,3,3,0,0,4,1,0.12,0.12,0.24,0.12,0.24,2.5,2.5,2.4,4.9,0.1,0.1,0.19,0.1,0.19,Matches,35,7,20,1.38,0.28,0.09,0.43,14.1,0,0.07,0.5,0.5,932,1225,76.1,16736,5923,402,464,86.6,425,539,78.8,89,160,55.6,0.6,24,43,34,14,85,987,238,0,138,22,59,0,0,0,0,703,290,232,91,835,36,229,2,6,18,50,56,47,1.86,36,0,3,3,2,4,0.16,4,0,0,0,0,0,49,20,22,19,8,20,74.1,7,82,27,93,128,83,0,30,81,42,0,1579,63,75,44.6,42,2,995,19,45,38,1072,931,86.8,50,0,43,0,0,0,224,51,34,60
Daley Sinkgraven,nl NED,DF,Leverkusen,Bundesliga,26,1995,8,2,257,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,0.09,0.21,0.3,0.09,0.3,Matches,1,1,100,0.35,0.35,0,0,11.7,0,0.26,-0.3,-0.3,134,164,81.7,2356,779,63,70,90,50,60,83.3,17,28,60.7,-0.6,3,13,4,1,17,134,30,1,21,2,5,0,0,0,0,101,39,24,108,21,4,28,0,1,3,3,4,4,1.4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,0,2,40,3,11,39.3,16,7,5,0,4,7,3,0,189,7,7,66.7,4,0,126,2,3,4,129,120,93,3,0,0,0,0,0,19,3,6,33.3
Hugo Siquet,be BEL,DF,Freiburg,Bundesliga,19,2002,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,13,16,81.3,272,76,5,6,83.3,7,8,87.5,1,2,50,0,0,2,0,0,1,13,3,0,4,2,1,0,0,0,0,10,2,4,5,8,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,20,2,2,1,0,0,0,0,0,17,0,0,,0,0,10,0,1,0,14,14,100,0,0,1,0,0,0,0,0,0,
Salvatore Sirigu,it ITA,GK,Genoa,Serie A,35,1987,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,729,1098,66.4,24297,15634,118,119,99.2,254,258,98.4,352,714,49.3,0,0,8,0,0,0,759,339,0,79,28,0,0,0,0,0,422,43,633,56,866,0,0,94,3,18,17,3,2,0.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,1,1179,1023,0,,0,0,535,0,0,0,553,550,99.5,0,0,0,0,0,1,118,0,0,
Issouf Sissokho,ml MLI,MF,Bordeaux,Ligue 1,20,2002,7,6,436,4.8,0,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0.4,0.5,0.03,0.07,0.1,0.03,0.1,Matches,3,2,66.7,0.62,0.41,0,0,24,0,0.04,-0.1,-0.1,185,214,86.4,3434,611,72,78,92.3,82,91,90.1,27,34,79.4,-0.4,7,9,7,1,10,213,1,1,45,0,4,0,0,0,0,175,19,20,30,181,2,0,1,1,1,7,9,15,3.1,12,0,0,1,2,0,0,0,0,0,0,0,0,17,12,3,12,2,7,38.9,11,35,22.4,37,91,28,0,7,27,0,0,281,6,4,44.4,5,1,201,2,10,8,232,206,88.8,17,1,9,0,0,0,36,0,7,0
Ibrahima Sissoko,fr FRA,MF,Strasbourg,Ligue 1,24,1997,29,25,2140,23.8,2,5,2,0,0,5,0,0.08,0.21,0.29,0.08,0.29,2.5,2.5,4.2,6.6,0.1,0.17,0.28,0.1,0.28,Matches,24,5,20.8,1.01,0.21,0.08,0.4,13.4,0,0.1,-0.5,-0.5,806,992,81.3,15084,4560,338,393,86,345,388,88.9,104,160,65,0.8,25,73,21,4,86,979,13,3,181,24,20,0,0,0,0,716,136,140,186,712,41,2,6,4,20,31,28,52,2.19,41,0,5,6,0,8,0.34,7,0,0,0,1,0,43,24,15,19,9,6,24,19,109,26.8,116,204,86,0,44,84,36,0,1286,75,66,65.1,28,1,864,6,38,38,994,850,85.5,104,0,56,1,0,0,224,59,35,62.8
Moussa Sissoko,fr FRA,MF,Watford,Premier League,32,1989,30,30,2680,29.8,2,1,2,0,0,5,0,0.07,0.03,0.1,0.07,0.1,2.9,2.9,2.4,5.3,0.1,0.08,0.18,0.1,0.18,Matches,21,7,33.3,0.71,0.24,0.1,0.29,17.5,0,0.14,-0.9,-0.9,782,988,79.1,14136,4101,375,435,86.2,290,368,78.8,101,140,72.1,-1.4,31,71,20,10,95,965,23,1,196,24,20,0,0,0,0,648,133,207,91,746,92,8,6,2,14,48,24,56,1.88,48,0,4,1,1,4,0.13,2,0,1,0,0,1,48,30,27,19,2,14,48.3,15,127,30.9,146,199,66,0,31,87,59,0,1266,104,31,71.4,42,3,763,5,31,39,817,697,85.3,55,0,34,0,0,0,329,68,45,60.2
